PassengerId,Survived
1071,0.875
1072,0.11619718309859155
1073,0.4358974358974359
1074,1.0
1075,0.11619718309859155
1076,1.0
1077,0.0625
1078,0.9130434782608695
1079,0.11619718309859155
1080,0.07692307692307693
1081,0.0625
1082,0.0625
1083,0.11619718309859155
1084,0.8235294117647058
1085,0.0625
1086,0.4358974358974359
1087,0.0625
1088,0.4358974358974359
1089,0.4666666666666667
1090,0.11619718309859155
1091,0.7192982456140351
1092,0.7192982456140351
1093,0.8235294117647058
1094,0.4358974358974359
1095,0.9130434782608695
1096,0.11619718309859155
1097,0.11619718309859155
1098,0.4666666666666667
1099,0.11619718309859155
1100,0.9130434782608695
1101,0.11619718309859155
1102,0.11619718309859155
1103,0.11619718309859155
1104,0.4358974358974359
1105,0.9130434782608695
1106,0.4666666666666667
1107,0.4358974358974359
1108,0.7192982456140351
1109,0.13636363636363635
1110,1.0
1111,0.11619718309859155
1112,0.9130434782608695
1113,0.11619718309859155
1114,0.9130434782608695
1115,0.11619718309859155
1116,0.9130434782608695
1117,0.7192982456140351
1118,0.11619718309859155
1119,0.7192982456140351
1120,0.0625
1121,0.0625
1122,0.4358974358974359
1123,0.9130434782608695
1124,0.11619718309859155
1125,0.11619718309859155
1126,0.4358974358974359
1127,0.11619718309859155
1128,0.13636363636363635
1129,0.11619718309859155
1130,0.9130434782608695
1131,1.0
1132,0.9130434782608695
1133,0.875
1134,0.4358974358974359
1135,0.11619718309859155
1136,0.8235294117647058
1137,0.4358974358974359
1138,0.9130434782608695
1139,0.4358974358974359
1140,0.9130434782608695
1141,0.7192982456140351
1142,0.9130434782608695
1143,0.11619718309859155
1144,0.4358974358974359
1145,0.11619718309859155
1146,0.11619718309859155
1147,0.11619718309859155
1148,0.11619718309859155
1149,0.11619718309859155
1150,0.9130434782608695
1151,0.11619718309859155
1152,0.0625
1153,0.11619718309859155
1154,0.9130434782608695
1155,0.7192982456140351
1156,0.11619718309859155
1157,0.11619718309859155
1158,0.11619718309859155
1159,0.11619718309859155
1160,0.7192982456140351
1161,0.11619718309859155
1162,0.4358974358974359
1163,0.11619718309859155
1164,1.0
1165,0.7192982456140351
1166,0.11619718309859155
1167,0.9130434782608695
1168,0.11619718309859155
1169,0.0625
1170,0.11619718309859155
1171,0.11619718309859155
1172,0.4666666666666667
1173,0.8235294117647058
1174,0.7192982456140351
1175,0.7192982456140351
1176,0.7192982456140351
1177,0.0625
1178,0.11619718309859155
1179,0.4358974358974359
1180,0.11619718309859155
1181,0.11619718309859155
1182,0.4358974358974359
1183,0.4666666666666667
1184,0.11619718309859155
1185,0.4358974358974359
1186,0.0625
1187,0.11619718309859155
1188,0.875
1189,0.11619718309859155
1190,0.4358974358974359
1191,0.11619718309859155
1192,0.11619718309859155
1193,0.11619718309859155
1194,0.05555555555555555
1195,0.11619718309859155
1196,0.7192982456140351
1197,0.9130434782608695
1198,0.4358974358974359
1199,0.8235294117647058
1200,0.13636363636363635
1201,0.4666666666666667
1202,0.11619718309859155
1203,0.11619718309859155
1204,0.11619718309859155
1205,0.4666666666666667
1206,1.0
1207,0.4666666666666667
1208,0.13636363636363635
1209,0.11619718309859155
1210,0.11619718309859155
1211,0.4358974358974359
1212,0.11619718309859155
1213,0.11619718309859155
1214,0.11619718309859155
1215,0.4358974358974359
1216,1.0
1217,0.11619718309859155
1218,1.0
1219,0.4358974358974359
1220,0.11619718309859155
1221,0.11619718309859155
1222,0.875
1223,0.4358974358974359
1224,0.11619718309859155
1225,0.4666666666666667
1226,0.11619718309859155
1227,0.11619718309859155
1228,0.11619718309859155
1229,0.05555555555555555
1230,0.4358974358974359
1231,0.11619718309859155
1232,0.11619718309859155
1233,0.11619718309859155
1234,0.4358974358974359
1235,1.0
1236,0.8235294117647058
1237,0.7192982456140351
1238,0.11619718309859155
1239,0.4666666666666667
1240,0.11619718309859155
1241,0.9130434782608695
1242,1.0
1243,0.11619718309859155
1244,0.4358974358974359
1245,0.4358974358974359
1246,0.7192982456140351
1247,0.0625
1248,1.0
1249,0.11619718309859155
1250,0.11619718309859155
1251,0.4666666666666667
1252,0.0
1253,1.0
1254,0.9130434782608695
1255,0.11619718309859155
1256,1.0
1257,0.07692307692307693
1258,0.11619718309859155
1259,1.0
1260,1.0
1261,0.11619718309859155
1262,0.11619718309859155
1263,1.0
1264,0.0625
1265,0.0625
1266,1.0
1267,1.0
1268,0.4666666666666667
1269,0.11619718309859155
1270,0.13636363636363635
1271,0.1111111111111111
1272,0.11619718309859155
1273,0.11619718309859155
1274,0.7192982456140351
1275,0.4666666666666667
1276,0.11619718309859155
1277,0.875
1278,0.11619718309859155
1279,0.0625
1280,0.11619718309859155
1281,0.8235294117647058
1282,0.4358974358974359
1283,1.0
1284,0.05555555555555555
1285,0.0625
1286,0.05555555555555555
1287,1.0
1288,0.11619718309859155
1289,1.0
1290,0.11619718309859155
1291,0.11619718309859155
1292,1.0
1293,0.0625
1294,1.0
1295,0.4358974358974359
1296,0.4358974358974359
1297,0.11619718309859155
1298,0.11619718309859155
1299,0.4358974358974359
1300,0.7192982456140351
1301,0.7192982456140351
1302,0.7192982456140351
1303,1.0
1304,0.4666666666666667
1305,0.11619718309859155
1306,1.0
1307,0.0625
1308,0.11619718309859155
1309,0.8235294117647058
